习近平,习仲勋,0.5662965178489685
习近平,官匪,0.5080690979957581
习近平,抵制江主席,0.49105727672576904
习仲勋,习近平,0.5662965178489685
习仲勋,十九大修宪,0.5127419233322144
习仲勋,群体性事件,0.5121978521347046
十九大修宪,习仲勋,0.5127419233322144
十九大修宪,亡党亡国,0.44049710035324097
十九大修宪,任期限制,0.38834092020988464
习近平连任,游行,0.17689278721809387
习近平连任,反共,0.17672975361347198
习近平连任,官商勾结,0.1462564319372177
宪法修正案,打倒共产党,0.6037953495979309
宪法修正案,强制拆除,0.48410263657569885
宪法修正案,九风,0.4144236445426941
任期限制,维权,0.42244186997413635
任期限制,宪法修正案,0.412957102060318
任期限制,十九大修宪,0.38834092020988464
腐败中国,打倒共产党,0.4147019684314728
腐败中国,宪法修正案,0.3655167520046234
腐败中国,习仲勋,0.35204821825027466
三个代表,宪法修正案,0.3774000406265259
三个代表,强制拆除,0.3663175702095032
三个代表,苏晓康,0.3476569950580597
社会主义灭亡,打倒中共,0.3839867115020752
社会主义灭亡,访民,0.3771864175796509
社会主义灭亡,习仲勋,0.34883230924606323
打倒中国,民猪,0.264296293258667
打倒中国,截访,0.24265798926353455
打倒中国,民珠,0.2422357201576233
打倒共产党,宪法修正案,0.6037954092025757
打倒共产党,人拳,0.42915502190589905
打倒共产党,腐败中国,0.4147019684314728
打倒共产主义,抵制朱镕基,0.43612995743751526
打倒共产主义,激流中国,0.42051470279693604
打倒共产主义,大赦国际,0.39436617493629456
打倒胡锦涛,抵制江泽民,0.6048455834388733
打倒胡锦涛,强制捐款,0.5897808074951172
打倒胡锦涛,一党专政,0.4930059611797333
打倒江泽民,一党专制,0.5023767352104187
打倒江泽民,强制捐款,0.48392656445503235
打倒江泽民,一党执政,0.48236343264579773
打倒江主席,抵制李鹏,0.5095100998878479
打倒江主席,强制捐款,0.49388939142227173
打倒江主席,抵制罗干,0.48772215843200684
打倒罗干,毒豺,0.4726046621799469
打倒罗干,强制捐款,0.472362756729126
打倒罗干,抵制罗干,0.42955848574638367
打倒中共,社会主义灭亡,0.3839867115020752
打倒中共,打倒江泽民,0.382485568523407
打倒中共,一党专制,0.363077849149704
打倒朱镕,灭亡中国,0.4960591793060303
打倒朱镕,习仲勋,0.4361702501773834
打倒朱镕,抵制胡锦涛,0.4269784390926361
抵制共产党,抵制温家宝,0.4131300449371338
抵制共产党,打倒朱镕,0.36949554085731506
抵制共产党,习仲勋,0.36836445331573486
抵制共产主义,抵制李鹏,0.5672532320022583
抵制共产主义,抵制罗干,0.5484678149223328
抵制共产主义,官匪,0.5358820557594299
